 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
2.000000,0.394137,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
3.000000,0.359740,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,0.000000,0.004880
4.000000,0.344332,1000,1000,1.000000,1000,1000,1.000000,985,1000,0.985000,955,985,0.955000,0.000000,0.219600
5.000000,0.336814,1000,1000,1.000000,1000,1000,1.000000,948,1000,0.948000,882,948,0.882000,0.000000,0.575840
6.000000,0.302105,1000,1000,1.000000,970,1000,0.970000,726,970,0.726000,592,726,0.592000,0.000000,1.991040
7.000000,0.280766,998,1000,0.998000,810,998,0.810000,334,810,0.334000,189,334,0.189000,0.009760,3.957680
8.000000,0.219777,916,1000,0.916000,450,916,0.450000,173,450,0.173000,94,173,0.094000,0.409920,4.421280
9.000000,0.083475,429,1000,0.429000,90,429,0.090000,11,90,0.011000,3,11,0.003000,2.786480,4.865360
10.000000,0.125732,627,1000,0.627000,162,627,0.162000,26,162,0.026000,10,26,0.010000,1.820240,4.831200
11.000000,0.034393,198,1000,0.198000,10,198,0.010000,3,10,0.003000,0,3,0.000000,3.913760,4.880000
12.000000,0.010967,73,1000,0.073000,3,73,0.003000,0,3,0.000000,0,0,0.000000,4.523760,4.880000
13.000000,0.003637,26,1000,0.026000,1,26,0.001000,0,1,0.000000,0,0,0.000000,4.753120,4.880000
14.000000,0.000408,4,1000,0.004000,0,4,0.000000,0,0,0.000000,0,0,0.000000,4.860480,4.880000
