 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-3.000000,0.379400,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-2.000000,0.356442,1000,1000,1.000000,999,1000,0.999000,988,999,0.988000,970,988,0.970000,0.000000,0.036000
-1.000000,0.335900,1000,1000,1.000000,990,1000,0.990000,952,990,0.952000,889,952,0.889000,0.000000,0.133200
0.000000,0.308175,994,1000,0.994000,929,994,0.929000,829,929,0.829000,657,829,0.657000,0.007200,0.411600
1.000000,0.261358,932,1000,0.932000,733,932,0.733000,518,733,0.518000,291,518,0.291000,0.081600,0.850800
2.000000,0.197967,780,1000,0.780000,520,780,0.520000,268,520,0.268000,89,268,0.089000,0.264000,1.093200
3.000000,0.157275,661,1000,0.661000,351,661,0.351000,112,351,0.112000,28,112,0.028000,0.406800,1.166400
4.000000,0.098883,453,1000,0.453000,163,453,0.163000,33,163,0.033000,4,33,0.004000,0.656400,1.195200
5.000000,0.060667,285,1000,0.285000,74,285,0.074000,10,74,0.010000,3,10,0.003000,0.858000,1.196400
6.000000,0.028700,154,1000,0.154000,29,154,0.029000,0,29,0.000000,0,0,0.000000,1.015200,1.200000
7.000000,0.014617,90,1000,0.090000,6,90,0.006000,0,6,0.000000,0,0,0.000000,1.092000,1.200000
8.000000,0.005933,41,1000,0.041000,1,41,0.001000,0,1,0.000000,0,0,0.000000,1.150800,1.200000
9.000000,0.002058,18,1000,0.018000,0,18,0.000000,0,0,0.000000,0,0,0.000000,1.178400,1.200000
10.000000,0.001142,10,1000,0.010000,0,10,0.000000,0,0,0.000000,0,0,0.000000,1.188000,1.200000
11.000000,0.000425,3,1000,0.003000,0,3,0.000000,0,0,0.000000,0,0,0.000000,1.196400,1.200000
