 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
1.000000,0.404598,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
2.000000,0.375809,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,998,999,0.998000,0.000000,0.008800
3.000000,0.372727,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,995,999,0.995000,0.000000,0.022000
4.000000,0.350343,1000,1000,1.000000,996,1000,0.996000,953,996,0.953000,904,953,0.904000,0.000000,0.422400
5.000000,0.357714,1000,1000,1.000000,998,1000,0.998000,864,998,0.864000,720,864,0.720000,0.000000,1.232000
6.000000,0.291605,996,1000,0.996000,834,996,0.834000,475,834,0.475000,331,475,0.331000,0.017600,2.943600
7.000000,0.234750,942,1000,0.942000,527,942,0.527000,195,527,0.195000,108,195,0.108000,0.255200,3.924800
8.000000,0.153134,667,1000,0.667000,215,667,0.215000,54,215,0.054000,23,54,0.023000,1.465200,4.298800
9.000000,0.163157,709,1000,0.709000,247,709,0.247000,60,247,0.060000,22,60,0.022000,1.280400,4.303200
10.000000,0.044661,232,1000,0.232000,30,232,0.030000,7,30,0.007000,1,7,0.001000,3.379200,4.395600
11.000000,0.033625,190,1000,0.190000,24,190,0.024000,1,24,0.001000,0,1,0.000000,3.564000,4.400000
12.000000,0.007023,39,1000,0.039000,5,39,0.005000,0,5,0.000000,0,0,0.000000,4.228400,4.400000
13.000000,0.001632,9,1000,0.009000,0,9,0.000000,0,0,0.000000,0,0,0.000000,4.360400,4.400000
