 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
1.000000,0.422596,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
2.000000,0.399726,1000,1000,1.000000,1000,1000,1.000000,998,1000,0.998000,993,998,0.993000,0.000000,0.026320
3.000000,0.372633,1000,1000,1.000000,999,1000,0.999000,970,999,0.970000,937,970,0.937000,0.000000,0.236880
4.000000,0.368120,1000,1000,1.000000,1000,1000,1.000000,941,1000,0.941000,880,941,0.880000,0.000000,0.451200
5.000000,0.337383,1000,1000,1.000000,941,1000,0.941000,670,941,0.670000,521,670,0.521000,0.000000,1.801040
6.000000,0.321662,991,1000,0.991000,848,991,0.848000,515,848,0.515000,389,515,0.389000,0.033840,2.297360
7.000000,0.242396,876,1000,0.876000,515,876,0.515000,245,515,0.245000,137,245,0.137000,0.466240,3.244880
8.000000,0.142040,546,1000,0.546000,206,546,0.206000,60,206,0.060000,22,60,0.022000,1.707040,3.677280
9.000000,0.150168,586,1000,0.586000,208,586,0.208000,58,208,0.058000,20,58,0.020000,1.556640,3.684800
10.000000,0.012904,62,1000,0.062000,8,62,0.008000,3,8,0.003000,0,3,0.000000,3.526880,3.760000
11.000000,0.017620,88,1000,0.088000,11,88,0.011000,3,11,0.003000,0,3,0.000000,3.429120,3.760000
12.000000,0.001106,6,1000,0.006000,0,6,0.000000,0,0,0.000000,0,0,0.000000,3.737440,3.760000
