 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
4.000000,0.382231,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
5.000000,0.375894,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
6.000000,0.344119,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,987,999,0.987000,0.000000,0.100880
7.000000,0.328987,1000,1000,1.000000,1000,1000,1.000000,983,1000,0.983000,929,983,0.929000,0.000000,0.550960
8.000000,0.330495,1000,1000,1.000000,1000,1000,1.000000,918,1000,0.918000,738,918,0.738000,0.000000,2.033120
9.000000,0.318689,1000,1000,1.000000,1000,1000,1.000000,614,1000,0.614000,318,614,0.318000,0.000000,5.292320
10.000000,0.271061,1000,1000,1.000000,966,1000,0.966000,122,966,0.122000,40,122,0.040000,0.000000,7.449600
11.000000,0.270064,1000,1000,1.000000,903,1000,0.903000,92,903,0.092000,31,92,0.031000,0.000000,7.519440
12.000000,0.211621,968,1000,0.968000,363,968,0.363000,6,363,0.006000,1,6,0.001000,0.248320,7.752240
13.000000,0.202670,949,1000,0.949000,319,949,0.319000,2,319,0.002000,0,2,0.000000,0.395760,7.760000
14.000000,0.116387,645,1000,0.645000,53,645,0.053000,0,53,0.000000,0,0,0.000000,2.754800,7.760000
15.000000,0.039875,255,1000,0.255000,2,255,0.002000,0,2,0.000000,0,0,0.000000,5.781200,7.760000
16.000000,0.014728,107,1000,0.107000,2,107,0.002000,0,2,0.000000,0,0,0.000000,6.929680,7.760000
17.000000,0.002281,16,1000,0.016000,0,16,0.000000,0,0,0.000000,0,0,0.000000,7.635840,7.760000
18.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,7.760000,7.760000
