 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-2.000000,0.210715,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-1.000000,0.208479,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
0.000000,0.201423,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
1.000000,0.191742,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
2.000000,0.188326,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
3.000000,0.187737,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
4.000000,0.179343,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
5.000000,0.177239,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
6.000000,0.154576,502,502,1.000000,502,502,1.000000,242,502,0.482072,2,242,0.003984,0.000000,8.366534
7.000000,0.153555,502,502,1.000000,502,502,1.000000,37,502,0.073705,0,37,0.000000,0.000000,8.400000
8.000000,0.145575,502,502,1.000000,502,502,1.000000,5,502,0.009960,0,5,0.000000,0.000000,8.400000
9.000000,0.136348,502,502,1.000000,502,502,1.000000,0,502,0.000000,0,0,0.000000,0.000000,8.400000
10.000000,0.128571,502,502,1.000000,496,502,0.988048,0,496,0.000000,0,0,0.000000,0.000000,8.400000
11.000000,0.114675,501,502,0.998008,376,501,0.749004,0,376,0.000000,0,0,0.000000,0.016733,8.400000
12.000000,0.077549,428,502,0.852590,63,428,0.125498,0,63,0.000000,0,0,0.000000,1.238247,8.400000
13.000000,0.112518,501,502,0.998008,415,501,0.826693,0,415,0.000000,0,0,0.000000,0.016733,8.400000
14.000000,0.068076,414,502,0.824701,21,414,0.041833,0,21,0.000000,0,0,0.000000,1.472510,8.400000
15.000000,0.055699,380,502,0.756972,8,380,0.015936,0,8,0.000000,0,0,0.000000,2.041434,8.400000
16.000000,0.024251,205,502,0.408367,2,205,0.003984,0,2,0.000000,0,0,0.000000,4.969721,8.400000
17.000000,0.013686,126,502,0.250996,0,126,0.000000,0,0,0.000000,0,0,0.000000,6.291633,8.400000
18.000000,0.009357,100,743,0.134590,0,100,0.000000,0,0,0.000000,0,0,0.000000,7.269448,8.400000
19.000000,0.004952,60,1000,0.060000,0,60,0.000000,0,0,0.000000,0,0,0.000000,7.896000,8.400000
20.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,8.400000,8.400000
