 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
0.000000,0.430338,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
1.000000,0.398768,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
2.000000,0.393927,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,0.000000,0.003280
3.000000,0.359375,1000,1000,1.000000,998,1000,0.998000,971,998,0.971000,941,971,0.941000,0.000000,0.193520
4.000000,0.324951,990,1000,0.990000,904,990,0.904000,698,904,0.698000,582,698,0.582000,0.032800,1.371040
5.000000,0.292064,972,1000,0.972000,778,972,0.778000,542,778,0.542000,438,542,0.438000,0.091840,1.843360
6.000000,0.237104,868,1000,0.868000,529,868,0.529000,287,529,0.287000,163,287,0.163000,0.432960,2.745360
7.000000,0.178095,692,1000,0.692000,333,692,0.333000,146,333,0.146000,80,146,0.080000,1.010240,3.017600
8.000000,0.089610,379,1000,0.379000,111,379,0.111000,33,111,0.033000,13,33,0.013000,2.036880,3.237360
9.000000,0.042762,202,1000,0.202000,35,202,0.035000,6,35,0.006000,2,6,0.002000,2.617440,3.273440
10.000000,0.007832,41,1000,0.041000,6,41,0.006000,2,6,0.002000,2,2,0.002000,3.145520,3.273440
11.000000,0.007253,41,1000,0.041000,5,41,0.005000,0,5,0.000000,0,0,0.000000,3.145520,3.280000
12.000000,0.003268,18,1000,0.018000,1,18,0.001000,0,1,0.000000,0,0,0.000000,3.220960,3.280000
13.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,3.280000,3.280000
