 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-3.000000,0.222062,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-2.000000,0.218180,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-1.000000,0.208103,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
0.000000,0.200226,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
1.000000,0.202952,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
2.000000,0.183423,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
3.000000,0.183621,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
4.000000,0.167735,502,502,1.000000,502,502,1.000000,502,502,1.000000,501,502,0.998008,0.000000,0.015458
5.000000,0.171235,502,502,1.000000,502,502,1.000000,500,502,0.996016,252,500,0.501992,0.000000,3.864542
6.000000,0.165182,502,502,1.000000,502,502,1.000000,423,502,0.842629,13,423,0.025896,0.000000,7.559044
7.000000,0.151522,502,502,1.000000,502,502,1.000000,11,502,0.021912,0,11,0.000000,0.000000,7.760000
8.000000,0.140799,502,502,1.000000,502,502,1.000000,0,502,0.000000,0,0,0.000000,0.000000,7.760000
9.000000,0.138227,502,502,1.000000,502,502,1.000000,0,502,0.000000,0,0,0.000000,0.000000,7.760000
10.000000,0.126760,502,502,1.000000,474,502,0.944223,0,474,0.000000,0,0,0.000000,0.000000,7.760000
11.000000,0.110034,489,502,0.974104,233,489,0.464143,0,233,0.000000,0,0,0.000000,0.200956,7.760000
12.000000,0.112705,494,502,0.984064,244,494,0.486056,0,244,0.000000,0,0,0.000000,0.123665,7.760000
13.000000,0.088966,451,502,0.898406,53,451,0.105578,0,53,0.000000,0,0,0.000000,0.788367,7.760000
14.000000,0.078046,428,502,0.852590,11,428,0.021912,0,11,0.000000,0,0,0.000000,1.143904,7.760000
15.000000,0.049854,319,502,0.635458,5,319,0.009960,0,5,0.000000,0,0,0.000000,2.828845,7.760000
16.000000,0.013184,100,643,0.155521,0,100,0.000000,0,0,0.000000,0,0,0.000000,6.553157,7.760000
17.000000,0.000988,9,1000,0.009000,0,9,0.000000,0,0,0.000000,0,0,0.000000,7.690160,7.760000
