 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-3.000000,0.217216,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-2.000000,0.213756,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-1.000000,0.208643,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
0.000000,0.194239,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
1.000000,0.193212,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
2.000000,0.181363,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
3.000000,0.179944,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
4.000000,0.169114,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
5.000000,0.160174,502,502,1.000000,502,502,1.000000,501,502,0.998008,286,501,0.569721,0.000000,3.889721
6.000000,0.153597,502,502,1.000000,502,502,1.000000,501,502,0.998008,271,501,0.539841,0.000000,4.159841
7.000000,0.150116,502,502,1.000000,502,502,1.000000,397,502,0.790837,11,397,0.021912,0.000000,8.841912
8.000000,0.138741,502,502,1.000000,502,502,1.000000,46,502,0.091633,0,46,0.000000,0.000000,9.040000
9.000000,0.133029,502,502,1.000000,502,502,1.000000,0,502,0.000000,0,0,0.000000,0.000000,9.040000
10.000000,0.127451,502,502,1.000000,502,502,1.000000,0,502,0.000000,0,0,0.000000,0.000000,9.040000
11.000000,0.109698,502,502,1.000000,469,502,0.934263,0,469,0.000000,0,0,0.000000,0.000000,9.040000
12.000000,0.114417,502,502,1.000000,459,502,0.914343,0,459,0.000000,0,0,0.000000,0.000000,9.040000
13.000000,0.101993,496,502,0.988048,364,496,0.725100,0,364,0.000000,0,0,0.000000,0.108048,9.040000
14.000000,0.084019,440,502,0.876494,160,440,0.318725,0,160,0.000000,0,0,0.000000,1.116494,9.040000
15.000000,0.072886,415,502,0.826693,75,415,0.149402,0,75,0.000000,0,0,0.000000,1.566693,9.040000
16.000000,0.070998,420,502,0.836653,96,420,0.191235,0,96,0.000000,0,0,0.000000,1.476653,9.040000
17.000000,0.029629,247,502,0.492032,4,247,0.007968,0,4,0.000000,0,0,0.000000,4.592032,9.040000
18.000000,0.035356,264,502,0.525896,6,264,0.011952,0,6,0.000000,0,0,0.000000,4.285896,9.040000
19.000000,0.013976,121,502,0.241036,0,121,0.000000,0,0,0.000000,0,0,0.000000,6.861036,9.040000
20.000000,0.003311,34,1000,0.034000,0,34,0.000000,0,0,0.000000,0,0,0.000000,8.732640,9.040000
21.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,9.040000,9.040000
