 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-2.000000,0.208562,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-1.000000,0.211439,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
0.000000,0.196755,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
1.000000,0.187818,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
2.000000,0.182763,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
3.000000,0.178081,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
4.000000,0.180106,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
5.000000,0.161308,502,502,1.000000,502,502,1.000000,502,502,1.000000,274,502,0.545817,0.000000,3.815139
6.000000,0.156898,502,502,1.000000,502,502,1.000000,332,502,0.661355,3,332,0.005976,0.000000,8.349801
7.000000,0.148451,502,502,1.000000,502,502,1.000000,123,502,0.245020,0,123,0.000000,0.000000,8.400000
8.000000,0.149665,502,502,1.000000,502,502,1.000000,9,502,0.017928,0,9,0.000000,0.000000,8.400000
9.000000,0.129725,502,502,1.000000,501,502,0.998008,0,501,0.000000,0,0,0.000000,0.000000,8.400000
10.000000,0.124593,502,502,1.000000,494,502,0.984064,0,494,0.000000,0,0,0.000000,0.000000,8.400000
11.000000,0.129612,502,502,1.000000,500,502,0.996016,0,500,0.000000,0,0,0.000000,0.000000,8.400000
12.000000,0.117677,502,502,1.000000,430,502,0.856574,0,430,0.000000,0,0,0.000000,0.000000,8.400000
13.000000,0.082040,437,502,0.870518,69,437,0.137450,0,69,0.000000,0,0,0.000000,1.087649,8.400000
14.000000,0.061061,396,502,0.788845,14,396,0.027888,0,14,0.000000,0,0,0.000000,1.773705,8.400000
15.000000,0.067624,415,502,0.826693,45,415,0.089641,0,45,0.000000,0,0,0.000000,1.455777,8.400000
16.000000,0.012830,104,502,0.207171,0,104,0.000000,0,0,0.000000,0,0,0.000000,6.659761,8.400000
17.000000,0.015027,124,502,0.247012,0,124,0.000000,0,0,0.000000,0,0,0.000000,6.325100,8.400000
18.000000,0.012664,100,999,0.100100,0,100,0.000000,0,0,0.000000,0,0,0.000000,7.559159,8.400000
19.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,8.400000,8.400000
