 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-4.000000,0.225349,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-3.000000,0.218267,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-2.000000,0.209908,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-1.000000,0.206710,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
0.000000,0.200711,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
1.000000,0.187944,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
2.000000,0.187302,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
3.000000,0.174589,502,502,1.000000,502,502,1.000000,502,502,1.000000,439,502,0.874502,0.000000,0.873466
4.000000,0.170345,502,502,1.000000,502,502,1.000000,419,502,0.834661,14,419,0.027888,0.000000,6.765896
5.000000,0.174907,502,502,1.000000,502,502,1.000000,377,502,0.750996,5,377,0.009960,0.000000,6.890677
6.000000,0.155763,502,502,1.000000,502,502,1.000000,51,502,0.101594,0,51,0.000000,0.000000,6.960000
7.000000,0.149662,502,502,1.000000,502,502,1.000000,0,502,0.000000,0,0,0.000000,0.000000,6.960000
8.000000,0.158159,502,502,1.000000,502,502,1.000000,0,502,0.000000,0,0,0.000000,0.000000,6.960000
9.000000,0.130670,502,502,1.000000,419,502,0.834661,0,419,0.000000,0,0,0.000000,0.000000,6.960000
10.000000,0.114744,499,502,0.994024,161,499,0.320717,0,161,0.000000,0,0,0.000000,0.041594,6.960000
11.000000,0.077902,424,502,0.844622,7,424,0.013944,0,7,0.000000,0,0,0.000000,1.081434,6.960000
12.000000,0.096629,470,502,0.936255,35,470,0.069721,0,35,0.000000,0,0,0.000000,0.443665,6.960000
13.000000,0.063730,366,502,0.729084,1,366,0.001992,0,1,0.000000,0,0,0.000000,1.885578,6.960000
14.000000,0.010059,92,1000,0.092000,0,92,0.000000,0,0,0.000000,0,0,0.000000,6.319680,6.960000
15.000000,0.003428,27,1000,0.027000,0,27,0.000000,0,0,0.000000,0,0,0.000000,6.772080,6.960000
16.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,6.960000,6.960000
