 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-7.000000,0.220902,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-6.000000,0.221427,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-5.000000,0.223997,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-4.000000,0.206695,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-3.000000,0.201686,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-2.000000,0.202960,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-1.000000,0.192241,502,502,1.000000,502,502,1.000000,502,502,1.000000,485,502,0.966135,0.000000,0.111076
0.000000,0.178113,502,502,1.000000,502,502,1.000000,456,502,0.908367,143,456,0.284861,0.000000,2.345657
1.000000,0.166305,502,502,1.000000,501,502,0.998008,127,501,0.252988,0,127,0.000000,0.000000,3.280000
2.000000,0.144277,502,502,1.000000,259,502,0.515936,0,259,0.000000,0,0,0.000000,0.000000,3.280000
3.000000,0.145421,502,502,1.000000,243,502,0.484064,0,243,0.000000,0,0,0.000000,0.000000,3.280000
4.000000,0.077994,415,502,0.826693,0,415,0.000000,0,0,0.000000,0,0,0.000000,0.568446,3.280000
5.000000,0.000872,9,1000,0.009000,0,9,0.000000,0,0,0.000000,0,0,0.000000,3.250480,3.280000
