 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-10.000000,0.232682,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-9.000000,0.228665,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-8.000000,0.222886,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-7.000000,0.214483,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-6.000000,0.206051,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-5.000000,0.196119,502,502,1.000000,502,502,1.000000,502,502,1.000000,499,502,0.994024,0.000000,0.010518
-4.000000,0.191773,502,502,1.000000,501,502,0.998008,499,501,0.994024,438,499,0.872510,0.000000,0.224382
-3.000000,0.178716,502,502,1.000000,500,502,0.996016,370,500,0.737052,55,370,0.109562,0.000000,1.567171
-2.000000,0.163636,502,502,1.000000,384,502,0.764940,30,384,0.059761,0,30,0.000000,0.000000,1.760000
-1.000000,0.146045,500,502,0.996016,76,500,0.151394,0,76,0.000000,0,0,0.000000,0.007012,1.760000
0.000000,0.100750,432,502,0.860558,0,432,0.000000,0,0,0.000000,0,0,0.000000,0.245418,1.760000
1.000000,0.019881,116,502,0.231076,0,116,0.000000,0,0,0.000000,0,0,0.000000,1.353307,1.760000
2.000000,0.002097,19,1000,0.019000,0,19,0.000000,0,0,0.000000,0,0,0.000000,1.726560,1.760000
3.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,1.760000,1.760000
