 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-6.000000,0.225448,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-5.000000,0.218368,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-4.000000,0.215816,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-3.000000,0.211686,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-2.000000,0.206661,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-1.000000,0.193243,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
0.000000,0.187109,502,502,1.000000,502,502,1.000000,502,502,1.000000,458,502,0.912351,0.000000,0.385657
1.000000,0.177705,502,502,1.000000,502,502,1.000000,501,502,0.998008,421,501,0.838645,0.000000,0.709960
2.000000,0.171489,502,502,1.000000,502,502,1.000000,437,502,0.870518,57,437,0.113546,0.000000,3.900398
3.000000,0.153850,502,502,1.000000,493,502,0.982072,6,493,0.011952,0,6,0.000000,0.000000,4.400000
4.000000,0.127948,502,502,1.000000,84,502,0.167331,0,84,0.000000,0,0,0.000000,0.000000,4.400000
5.000000,0.134807,502,502,1.000000,220,502,0.438247,0,220,0.000000,0,0,0.000000,0.000000,4.400000
6.000000,0.057566,346,502,0.689243,0,346,0.000000,0,0,0.000000,0,0,0.000000,1.367331,4.400000
7.000000,0.046250,307,502,0.611554,0,307,0.000000,0,0,0.000000,0,0,0.000000,1.709163,4.400000
8.000000,0.000261,6,1000,0.006000,0,6,0.000000,0,0,0.000000,0,0,0.000000,4.373600,4.400000
