 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-10.000000,0.228991,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-9.000000,0.225451,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-8.000000,0.220509,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-7.000000,0.213982,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-6.000000,0.201719,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-5.000000,0.196808,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-4.000000,0.185911,502,502,1.000000,502,502,1.000000,502,502,1.000000,498,502,0.992032,0.000000,0.017849
-3.000000,0.175518,502,502,1.000000,502,502,1.000000,496,502,0.988048,399,496,0.794821,0.000000,0.459602
-2.000000,0.160772,502,502,1.000000,501,502,0.998008,239,501,0.476096,14,239,0.027888,0.000000,2.177530
-1.000000,0.145071,502,502,1.000000,359,502,0.715139,5,359,0.009960,0,5,0.000000,0.000000,2.240000
0.000000,0.127911,500,502,0.996016,55,500,0.109562,0,55,0.000000,0,0,0.000000,0.008924,2.240000
1.000000,0.087728,431,502,0.858566,0,431,0.000000,0,0,0.000000,0,0,0.000000,0.316813,2.240000
2.000000,0.020121,135,502,0.268924,0,135,0.000000,0,0,0.000000,0,0,0.000000,1.637610,2.240000
3.000000,0.002054,14,1000,0.014000,0,14,0.000000,0,0,0.000000,0,0,0.000000,2.208640,2.240000
4.000000,0.000152,2,1000,0.002000,0,2,0.000000,0,0,0.000000,0,0,0.000000,2.235520,2.240000
