 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-14.000000,0.238469,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-13.000000,0.239156,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-12.000000,0.229406,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-11.000000,0.222375,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-10.000000,0.218906,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-9.000000,0.204406,502,502,1.000000,502,502,1.000000,501,502,0.998008,492,501,0.980080,0.000000,0.006375
-8.000000,0.196375,502,502,1.000000,500,502,0.996016,479,500,0.954183,406,479,0.808765,0.000000,0.061195
-7.000000,0.188938,502,502,1.000000,492,502,0.980080,387,492,0.770916,215,387,0.428287,0.000000,0.182948
-6.000000,0.165031,499,502,0.994024,357,499,0.711155,136,357,0.270916,14,136,0.027888,0.001912,0.311076
-5.000000,0.146156,471,502,0.938247,175,471,0.348606,14,175,0.027888,1,14,0.001992,0.019761,0.319363
-4.000000,0.086313,357,502,0.711155,17,357,0.033865,0,17,0.000000,0,0,0.000000,0.092430,0.320000
-3.000000,0.042406,190,502,0.378486,1,190,0.001992,0,1,0.000000,0,0,0.000000,0.198884,0.320000
-2.000000,0.012844,65,1000,0.065000,0,65,0.000000,0,0,0.000000,0,0,0.000000,0.299200,0.320000
-1.000000,0.000094,1,1000,0.001000,0,1,0.000000,0,0,0.000000,0,0,0.000000,0.319680,0.320000
