 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-6.000000,0.218125,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-5.000000,0.223566,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-4.000000,0.215451,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-3.000000,0.206559,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-2.000000,0.197186,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-1.000000,0.195293,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
0.000000,0.173930,502,502,1.000000,502,502,1.000000,502,502,1.000000,497,502,0.990040,0.000000,0.048606
1.000000,0.186383,502,502,1.000000,502,502,1.000000,502,502,1.000000,500,502,0.996016,0.000000,0.019442
2.000000,0.164631,502,502,1.000000,502,502,1.000000,458,502,0.912351,87,458,0.173307,0.000000,4.034263
3.000000,0.145590,502,502,1.000000,500,502,0.996016,15,500,0.029880,0,15,0.000000,0.000000,4.880000
4.000000,0.133998,502,502,1.000000,316,502,0.629482,0,316,0.000000,0,0,0.000000,0.000000,4.880000
5.000000,0.124100,501,502,0.998008,141,501,0.280876,0,141,0.000000,0,0,0.000000,0.009721,4.880000
6.000000,0.082049,461,502,0.918327,0,461,0.000000,0,0,0.000000,0,0,0.000000,0.398566,4.880000
7.000000,0.086875,466,502,0.928287,0,466,0.000000,0,0,0.000000,0,0,0.000000,0.349960,4.880000
8.000000,0.012613,100,679,0.147275,0,100,0.000000,0,0,0.000000,0,0,0.000000,4.161296,4.880000
9.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,4.880000,4.880000
