 SNR, Bler
-16.000000,1.000000e+000
-15.000000,1.000000e+000
-14.000000,9.000000e-001
-13.000000,9.000000e-001
-12.000000,9.000000e-001
-11.000000,9.000000e-001
-10.000000,9.000000e-001
-9.000000,9.000000e-001
-8.000000,6.000000e-001
-7.000000,7.000000e-001
-6.000000,3.000000e-001
-5.000000,6.000000e-001
-4.000000,5.000000e-001
-3.000000,3.000000e-001
-2.000000,1.000000e-001
-1.000000,3.000000e-001
0.000000,0.000000e+000
