 SNR, Bler
-11.000000,8.900000e-001
-10.000000,8.900000e-001
-9.000000,8.200000e-001
-8.000000,8.100000e-001
-7.000000,7.400000e-001
-6.000000,5.600000e-001
-5.000000,3.700000e-001
-4.000000,3.100000e-001
-3.000000,3.200000e-001
-2.000000,2.700000e-001
-1.000000,1.500000e-001
0.000000,1.400000e-001
1.000000,7.000000e-002
2.000000,3.000000e-002
3.000000,8.000000e-002
4.000000,1.000000e-002
