 SNR, Bler
-11.000000,9.933000e-001
-10.000000,9.690000e-001
-9.000000,8.918000e-001
-8.000000,7.040000e-001
-7.000000,4.480000e-001
-6.000000,2.203000e-001
-5.000000,7.870000e-002
-4.000000,2.600000e-002
-3.000000,8.200000e-003
-2.000000,2.400000e-003
-1.000000,0.000000e+000
