 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-5.000000,0.399277,10000,10000,1.000000,9998,10000,0.999800,9981,9998,0.998100,9953,9981,0.995300,0.000000,0.002632
-4.000000,0.381012,10000,10000,1.000000,9990,10000,0.999000,9879,9990,0.987900,9564,9879,0.956400,0.000000,0.024416
-3.000000,0.363582,9985,10000,0.998500,9798,9985,0.979800,9230,9798,0.923000,8215,9230,0.821500,0.000840,0.099960
-2.000000,0.336166,9846,10000,0.984600,9111,9846,0.911100,7799,9111,0.779900,6120,7799,0.612000,0.008624,0.217280
-1.000000,0.300582,9395,10000,0.939500,7872,9395,0.787200,5777,7872,0.577700,3749,5777,0.374900,0.033880,0.350056
0.000000,0.243743,8192,10000,0.819200,5665,8192,0.566500,3120,5665,0.312000,1572,3120,0.157200,0.101248,0.471968
1.000000,0.193161,6724,10000,0.672400,3551,6724,0.355100,1264,3551,0.126400,492,1264,0.049200,0.183456,0.532448
2.000000,0.135195,5078,10000,0.507800,1836,5078,0.183600,378,1836,0.037800,86,378,0.008600,0.275632,0.555184
3.000000,0.080743,3307,10000,0.330700,630,3307,0.063000,78,630,0.007800,18,78,0.001800,0.374808,0.558992
4.000000,0.051902,2149,10000,0.214900,237,2149,0.023700,21,237,0.002100,3,21,0.000300,0.439656,0.559832
5.000000,0.028068,1298,10000,0.129800,66,1298,0.006600,3,66,0.000300,1,3,0.000100,0.487312,0.559944
6.000000,0.015043,759,10000,0.075900,16,759,0.001600,0,16,0.000000,0,0,0.000000,0.517496,0.560000
7.000000,0.007634,385,10000,0.038500,10,385,0.001000,1,10,0.000100,1,1,0.000100,0.538440,0.559944
8.000000,0.001798,98,10000,0.009800,0,98,0.000000,0,0,0.000000,0,0,0.000000,0.554512,0.560000
9.000000,0.000921,46,10000,0.004600,2,46,0.000200,0,2,0.000000,0,0,0.000000,0.557424,0.560000
10.000000,0.000063,3,10000,0.000300,0,3,0.000000,0,0,0.000000,0,0,0.000000,0.559832,0.560000
11.000000,0.000037,2,10000,0.000200,0,2,0.000000,0,0,0.000000,0,0,0.000000,0.559888,0.560000
12.000000,0.000000,0,10000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0.560000,0.560000
