 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
1.000000,0.412336,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,0.000000,0.000000
2.000000,0.396790,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,9993,10000,0.999300,0.000000,0.003080
3.000000,0.377631,10000,10000,1.000000,10000,10000,1.000000,9977,10000,0.997700,9923,9977,0.992300,0.000000,0.033880
4.000000,0.336876,10000,10000,1.000000,9975,10000,0.997500,9257,9975,0.925700,8571,9257,0.857100,0.000000,0.628760
5.000000,0.343816,10000,10000,1.000000,9962,10000,0.996200,8600,9962,0.860000,7421,8600,0.742100,0.000000,1.134760
6.000000,0.311969,9995,10000,0.999500,9427,9995,0.942700,6317,9427,0.631700,4668,6317,0.466800,0.002200,2.346080
7.000000,0.293608,9959,10000,0.995900,8251,9959,0.825100,4002,8251,0.400200,2493,4002,0.249300,0.018040,3.303080
8.000000,0.137323,6281,10000,0.628100,2036,6281,0.203600,538,2036,0.053800,228,538,0.022800,1.636360,4.299680
9.000000,0.053345,2679,10000,0.267900,395,2679,0.039500,82,395,0.008200,31,82,0.003100,3.221240,4.386360
10.000000,0.078342,3705,10000,0.370500,724,3705,0.072400,124,724,0.012400,40,124,0.004000,2.769800,4.382400
11.000000,0.044047,2280,10000,0.228000,309,2280,0.030900,54,309,0.005400,11,54,0.001100,3.396800,4.395160
12.000000,0.009058,514,10000,0.051400,30,514,0.003000,5,30,0.000500,0,5,0.000000,4.173840,4.400000
13.000000,0.002975,180,10000,0.018000,9,180,0.000900,1,9,0.000100,0,1,0.000000,4.320800,4.400000
14.000000,0.000226,15,10000,0.001500,0,15,0.000000,0,0,0.000000,0,0,0.000000,4.393400,4.400000
15.000000,0.000152,10,10000,0.001000,0,10,0.000000,0,0,0.000000,0,0,0.000000,4.395600,4.400000
16.000000,0.000000,0,10000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,4.400000,4.400000
