 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
5.000000,0.362442,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,9999,10000,0.999900,0.000000,0.000840
6.000000,0.368417,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,0.000000,0.000000
7.000000,0.347942,10000,10000,1.000000,10000,10000,1.000000,9993,10000,0.999300,9879,9993,0.987900,0.000000,0.101640
8.000000,0.317056,10000,10000,1.000000,10000,10000,1.000000,9171,10000,0.917100,7649,9171,0.764900,0.000000,1.974840
9.000000,0.300816,10000,10000,1.000000,10000,10000,1.000000,6523,10000,0.652300,3428,6523,0.342800,0.000000,5.520480
10.000000,0.270437,10000,10000,1.000000,9929,10000,0.992900,2001,9929,0.200100,668,2001,0.066800,0.000000,7.838880
11.000000,0.233955,9989,10000,0.998900,7162,9989,0.716200,192,7162,0.019200,46,192,0.004600,0.009240,8.361360
12.000000,0.262091,10000,10000,1.000000,9690,10000,0.969000,578,9690,0.057800,142,578,0.014200,0.000000,8.280720
13.000000,0.132909,7599,10000,0.759900,854,7599,0.085400,9,854,0.000900,0,9,0.000000,2.016840,8.400000
14.000000,0.167781,8974,10000,0.897400,1702,8974,0.170200,7,1702,0.000700,1,7,0.000100,0.861840,8.399160
15.000000,0.036840,2557,10000,0.255700,28,2557,0.002800,0,28,0.000000,0,0,0.000000,6.252120,8.400000
16.000000,0.088134,5617,10000,0.561700,263,5617,0.026300,1,263,0.000100,0,1,0.000000,3.681720,8.400000
17.000000,0.001284,114,10000,0.011400,0,114,0.000000,0,0,0.000000,0,0,0.000000,8.304240,8.400000
18.000000,0.000057,7,10000,0.000700,0,7,0.000000,0,0,0.000000,0,0,0.000000,8.394120,8.400000
19.000000,0.000261,25,10000,0.002500,0,25,0.000000,0,0,0.000000,0,0,0.000000,8.379000,8.400000
20.000000,0.000000,0,10000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,8.400000,8.400000
