 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
0.000000,0.406268,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,0.000000,0.000000
1.000000,0.383691,10000,10000,1.000000,10000,10000,1.000000,9998,10000,0.999800,9995,9998,0.999500,0.000000,0.001640
2.000000,0.390470,9999,10000,0.999900,9999,9999,0.999900,9995,9999,0.999500,9985,9995,0.998500,0.000328,0.004920
3.000000,0.369389,10000,10000,1.000000,10000,10000,1.000000,9894,10000,0.989400,9630,9894,0.963000,0.000000,0.121360
4.000000,0.358709,10000,10000,1.000000,9885,10000,0.988500,8862,9885,0.886200,7917,8862,0.791700,0.000000,0.683224
5.000000,0.318177,9942,10000,0.994200,8905,9942,0.890500,6664,8905,0.666400,5345,6664,0.534500,0.019024,1.526840
6.000000,0.302512,9762,10000,0.976200,7727,9762,0.772700,4375,7727,0.437500,2870,4375,0.287000,0.078064,2.338640
7.000000,0.143870,5914,10000,0.591400,2528,5914,0.252800,1062,2528,0.106200,551,1062,0.055100,1.340208,3.099272
8.000000,0.135492,5735,10000,0.573500,2387,5735,0.238700,835,2387,0.083500,341,835,0.034100,1.398920,3.168152
9.000000,0.035567,1692,10000,0.169200,299,1692,0.029900,67,299,0.006700,16,67,0.001600,2.725024,3.274752
10.000000,0.011172,584,10000,0.058400,56,584,0.005600,10,56,0.001000,1,10,0.000100,3.088448,3.279672
11.000000,0.002891,160,10000,0.016000,12,160,0.001200,0,12,0.000000,0,0,0.000000,3.227520,3.280000
12.000000,0.002788,169,10000,0.016900,8,169,0.000800,2,8,0.000200,1,2,0.000100,3.224568,3.279672
13.000000,0.000195,12,10000,0.001200,0,12,0.000000,0,0,0.000000,0,0,0.000000,3.276064,3.280000
14.000000,0.000086,6,10000,0.000600,0,6,0.000000,0,0,0.000000,0,0,0.000000,3.278032,3.280000
15.000000,0.000017,1,10000,0.000100,0,1,0.000000,0,0,0.000000,0,0,0.000000,3.279672,3.280000
16.000000,0.000000,0,10000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,3.280000,3.280000
