 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
0.000000,0.408465,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,0.000000,0.000000
1.000000,0.403488,10000,10000,1.000000,10000,10000,1.000000,9996,10000,0.999600,9989,9996,0.998900,0.000000,0.003608
2.000000,0.393730,10000,10000,1.000000,9999,10000,0.999900,9961,9999,0.996100,9898,9961,0.989800,0.000000,0.033456
3.000000,0.372491,10000,10000,1.000000,9984,10000,0.998400,9370,9984,0.937000,8518,9370,0.851800,0.000000,0.486096
4.000000,0.342277,9999,10000,0.999900,9751,9999,0.975100,8612,9751,0.861200,7792,8612,0.779200,0.000328,0.724224
5.000000,0.230305,8531,10000,0.853100,5275,8531,0.527500,3364,5275,0.336400,2568,3364,0.256800,0.481832,2.437696
6.000000,0.273875,9475,10000,0.947500,6959,9475,0.695900,4176,6959,0.417600,2876,4176,0.287600,0.172200,2.336672
7.000000,0.146414,5971,10000,0.597100,2545,5971,0.254500,1120,2545,0.112000,617,1120,0.061700,1.321512,3.077624
8.000000,0.140261,5976,10000,0.597600,2363,5976,0.236300,947,2363,0.094700,422,947,0.042200,1.319872,3.141584
9.000000,0.022163,1108,10000,0.110800,170,1108,0.017000,40,170,0.004000,9,40,0.000900,2.916576,3.277048
10.000000,0.025226,1224,10000,0.122400,195,1224,0.019500,46,195,0.004600,7,46,0.000700,2.878528,3.277704
11.000000,0.001699,92,10000,0.009200,4,92,0.000400,0,4,0.000000,0,0,0.000000,3.249824,3.280000
12.000000,0.010391,522,10000,0.052200,57,522,0.005700,13,57,0.001300,1,13,0.000100,3.108784,3.279672
13.000000,0.000313,19,10000,0.001900,0,19,0.000000,0,0,0.000000,0,0,0.000000,3.273768,3.280000
14.000000,0.000071,6,10000,0.000600,0,6,0.000000,0,0,0.000000,0,0,0.000000,3.278032,3.280000
15.000000,0.000000,0,10000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,3.280000,3.280000
