 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
2.000000,0.390687,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,0.000000,0.000000
3.000000,0.370265,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,0.000000,0.000000
4.000000,0.351084,10000,10000,1.000000,10000,10000,1.000000,9985,10000,0.998500,9919,9985,0.991900,0.000000,0.044712
5.000000,0.311350,10000,10000,1.000000,10000,10000,1.000000,9747,10000,0.974700,9282,9747,0.928200,0.000000,0.396336
6.000000,0.281941,10000,10000,1.000000,9813,10000,0.981300,7172,9813,0.717200,5589,7172,0.558900,0.000000,2.434872
7.000000,0.281882,9999,10000,0.999900,9337,9999,0.933700,4502,9337,0.450200,2793,4502,0.279300,0.000552,3.978264
8.000000,0.249745,9977,10000,0.997700,7601,9977,0.760100,2921,7601,0.292100,1736,2921,0.173600,0.012696,4.561728
9.000000,0.173616,8664,10000,0.866400,3219,8664,0.321900,627,3219,0.062700,289,627,0.028900,0.737472,5.360472
10.000000,0.095998,5557,10000,0.555700,968,5557,0.096800,116,968,0.011600,36,116,0.003600,2.452536,5.500128
11.000000,0.020656,1369,10000,0.136900,88,1369,0.008800,5,88,0.000500,1,5,0.000100,4.764312,5.519448
12.000000,0.016423,1193,10000,0.119300,50,1193,0.005000,1,50,0.000100,0,1,0.000000,4.861464,5.520000
13.000000,0.014702,986,10000,0.098600,34,986,0.003400,2,34,0.000200,0,2,0.000000,4.975728,5.520000
14.000000,0.000708,58,10000,0.005800,0,58,0.000000,0,0,0.000000,0,0,0.000000,5.487984,5.520000
15.000000,0.000490,39,10000,0.003900,1,39,0.000100,0,1,0.000000,0,0,0.000000,5.498472,5.520000
16.000000,0.000060,5,10000,0.000500,0,5,0.000000,0,0,0.000000,0,0,0.000000,5.517240,5.520000
17.000000,0.000000,0,10000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,5.520000,5.520000
