 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-1.000000,0.354193,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,0.000000,0.000000
0.000000,0.331075,10000,10000,1.000000,10000,10000,1.000000,9991,10000,0.999100,9961,9991,0.996100,0.000000,0.011544
1.000000,0.312217,10000,10000,1.000000,9998,10000,0.999800,9921,9998,0.992100,9732,9921,0.973200,0.000000,0.079328
2.000000,0.285152,10000,10000,1.000000,9918,10000,0.991800,9183,9918,0.918300,8347,9183,0.834700,0.000000,0.489288
3.000000,0.258975,9993,10000,0.999300,9231,9993,0.923100,7533,9231,0.753300,6060,7533,0.606000,0.002072,1.166240
4.000000,0.221129,9722,10000,0.972200,7461,9722,0.746100,4817,7461,0.481700,2951,4817,0.295100,0.082288,2.086504
5.000000,0.174405,8699,10000,0.869900,5078,8699,0.507800,2468,5078,0.246800,1023,2468,0.102300,0.385096,2.657192
6.000000,0.120882,6576,10000,0.657600,2824,6576,0.282400,992,2824,0.099200,285,992,0.028500,1.013504,2.875640
7.000000,0.064459,3937,10000,0.393700,1248,3937,0.124800,290,1248,0.029000,41,290,0.004100,1.794648,2.947864
8.000000,0.036090,2331,10000,0.233100,573,2331,0.057300,80,573,0.008000,12,80,0.001200,2.270024,2.956448
9.000000,0.011827,905,10000,0.090500,154,905,0.015400,13,154,0.001300,0,13,0.000000,2.692120,2.960000
10.000000,0.004785,381,10000,0.038100,62,381,0.006200,4,62,0.000400,0,4,0.000000,2.847224,2.960000
11.000000,0.001155,111,10000,0.011100,12,111,0.001200,1,12,0.000100,0,1,0.000000,2.927144,2.960000
12.000000,0.000418,47,10000,0.004700,1,47,0.000100,0,1,0.000000,0,0,0.000000,2.946088,2.960000
13.000000,0.000082,9,10000,0.000900,1,9,0.000100,0,1,0.000000,0,0,0.000000,2.957336,2.960000
14.000000,0.000000,0,10000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,2.960000,2.960000
