 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
4.000000,0.404882,10000,10000,1.000000,9999,10000,0.999900,9999,9999,0.999900,9999,9999,0.999900,0.000000,0.000776
5.000000,0.389756,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,10000,10000,1.000000,0.000000,0.000000
6.000000,0.346493,10000,10000,1.000000,10000,10000,1.000000,9975,10000,0.997500,9831,9975,0.983100,0.000000,0.131144
7.000000,0.338460,10000,10000,1.000000,10000,10000,1.000000,9487,10000,0.948700,8118,9487,0.811800,0.000000,1.460432
8.000000,0.330621,10000,10000,1.000000,10000,10000,1.000000,8866,10000,0.886600,6773,8866,0.677300,0.000000,2.504152
9.000000,0.312870,10000,10000,1.000000,10000,10000,1.000000,6032,10000,0.603200,3273,6032,0.327300,0.000000,5.220152
10.000000,0.294850,10000,10000,1.000000,9986,10000,0.998600,3592,9986,0.359200,1621,3592,0.162100,0.000000,6.502104
11.000000,0.288604,10000,10000,1.000000,9907,10000,0.990700,2040,9907,0.204000,736,2040,0.073600,0.000000,7.188864
12.000000,0.130252,7034,10000,0.703400,654,7034,0.065400,2,654,0.000200,1,2,0.000100,2.301616,7.759224
13.000000,0.101056,5782,10000,0.578200,350,5782,0.035000,0,350,0.000000,0,0,0.000000,3.273168,7.760000
14.000000,0.092345,5336,10000,0.533600,239,5336,0.023900,1,239,0.000100,0,1,0.000000,3.619264,7.760000
15.000000,0.047052,3007,10000,0.300700,79,3007,0.007900,0,79,0.000000,0,0,0.000000,5.426568,7.760000
16.000000,0.012837,887,10000,0.088700,7,887,0.000700,0,7,0.000000,0,0,0.000000,7.071688,7.760000
17.000000,0.001952,143,10000,0.014300,0,143,0.000000,0,0,0.000000,0,0,0.000000,7.649032,7.760000
18.000000,0.000949,72,10000,0.007200,0,72,0.000000,0,0,0.000000,0,0,0.000000,7.704128,7.760000
19.000000,0.000047,3,10000,0.000300,0,3,0.000000,0,0,0.000000,0,0,0.000000,7.757672,7.760000
20.000000,0.000000,0,10000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,7.760000,7.760000
