 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-12.000000,0.410118,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-11.000000,0.395104,1000,1000,1.000000,999,1000,0.999000,999,999,0.999000,999,999,0.999000,0.000000,0.001440
-10.000000,0.379979,1000,1000,1.000000,997,1000,0.997000,994,997,0.994000,978,994,0.978000,0.000000,0.031680
-9.000000,0.361618,1000,1000,1.000000,989,1000,0.989000,958,989,0.958000,919,958,0.919000,0.000000,0.116640
-8.000000,0.327937,991,1000,0.991000,917,991,0.917000,835,917,0.835000,749,835,0.749000,0.012960,0.361440
-7.000000,0.280785,925,1000,0.925000,744,925,0.744000,630,744,0.630000,520,630,0.520000,0.108000,0.691200
-6.000000,0.221965,786,1000,0.786000,561,786,0.561000,437,561,0.437000,331,437,0.331000,0.308160,0.963360
-5.000000,0.174472,653,1000,0.653000,415,653,0.415000,304,415,0.304000,213,304,0.213000,0.499680,1.133280
-4.000000,0.111125,437,1000,0.437000,243,437,0.243000,153,243,0.153000,81,153,0.081000,0.810720,1.323360
-3.000000,0.071542,293,1000,0.293000,139,293,0.139000,78,139,0.078000,43,78,0.043000,1.018080,1.378080
-2.000000,0.036389,167,1000,0.167000,64,167,0.064000,35,64,0.035000,15,35,0.015000,1.199520,1.418400
-1.000000,0.018764,93,1000,0.093000,35,93,0.035000,20,35,0.020000,2,20,0.002000,1.306080,1.437120
0.000000,0.006583,40,1000,0.040000,6,40,0.006000,3,6,0.003000,2,3,0.002000,1.382400,1.437120
1.000000,0.003785,21,1000,0.021000,8,21,0.008000,4,8,0.004000,3,4,0.003000,1.409760,1.435680
2.000000,0.001417,8,1000,0.008000,3,8,0.003000,2,3,0.002000,1,2,0.001000,1.428480,1.438560
3.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,1.440000,1.440000
