 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-3.000000,0.384042,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-2.000000,0.326124,1000,1000,1.000000,1000,1000,1.000000,993,1000,0.993000,971,993,0.971000,0.000000,0.243600
-1.000000,0.314724,1000,1000,1.000000,1000,1000,1.000000,886,1000,0.886000,718,886,0.718000,0.000000,2.368800
0.000000,0.305763,1000,1000,1.000000,1000,1000,1.000000,619,1000,0.619000,293,619,0.293000,0.000000,5.938800
1.000000,0.283056,1000,1000,1.000000,999,1000,0.999000,410,999,0.410000,185,410,0.185000,0.000000,6.846000
2.000000,0.278593,1000,1000,1.000000,998,1000,0.998000,317,998,0.317000,143,317,0.143000,0.000000,7.198800
3.000000,0.256099,1000,1000,1.000000,916,1000,0.916000,106,916,0.106000,35,106,0.035000,0.000000,8.106000
4.000000,0.197421,953,1000,0.953000,352,953,0.352000,4,352,0.004000,1,4,0.001000,0.394800,8.391600
5.000000,0.201881,979,1000,0.979000,375,979,0.375000,2,375,0.002000,1,2,0.001000,0.176400,8.391600
6.000000,0.044099,296,1000,0.296000,4,296,0.004000,0,4,0.000000,0,0,0.000000,5.913600,8.400000
7.000000,0.017533,132,1000,0.132000,1,132,0.001000,0,1,0.000000,0,0,0.000000,7.291200,8.400000
8.000000,0.007962,65,1000,0.065000,0,65,0.000000,0,0,0.000000,0,0,0.000000,7.854000,8.400000
9.000000,0.003240,24,1000,0.024000,1,24,0.001000,0,1,0.000000,0,0,0.000000,8.198400,8.400000
10.000000,0.000108,2,1000,0.002000,0,2,0.000000,0,0,0.000000,0,0,0.000000,8.383200,8.400000
11.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,8.400000,8.400000
