 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-11.000000,0.410432,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,0.000000,0.001760
-10.000000,0.396040,1000,1000,1.000000,1000,1000,1.000000,997,1000,0.997000,990,997,0.990000,0.000000,0.017600
-9.000000,0.374409,1000,1000,1.000000,997,1000,0.997000,976,997,0.976000,944,976,0.944000,0.000000,0.098560
-8.000000,0.356392,999,1000,0.999000,959,999,0.959000,906,959,0.906000,842,906,0.842000,0.001760,0.278080
-7.000000,0.324614,981,1000,0.981000,864,981,0.864000,744,864,0.744000,647,744,0.647000,0.033440,0.621280
-6.000000,0.263932,881,1000,0.881000,666,881,0.666000,541,666,0.541000,433,541,0.433000,0.209440,0.997920
-5.000000,0.211585,742,1000,0.742000,484,742,0.484000,342,484,0.342000,245,342,0.245000,0.454080,1.328800
-4.000000,0.141551,530,1000,0.530000,286,530,0.286000,193,286,0.193000,131,193,0.131000,0.827200,1.529440
-3.000000,0.087330,357,1000,0.357000,147,357,0.147000,96,147,0.096000,54,96,0.054000,1.131680,1.664960
-2.000000,0.050011,214,1000,0.214000,76,214,0.076000,42,76,0.042000,19,42,0.019000,1.383360,1.726560
-1.000000,0.021773,107,1000,0.107000,29,107,0.029000,14,29,0.014000,4,14,0.004000,1.571680,1.752960
0.000000,0.011750,57,1000,0.057000,23,57,0.023000,11,23,0.011000,4,11,0.004000,1.659680,1.752960
1.000000,0.001409,9,1000,0.009000,3,9,0.003000,1,3,0.001000,0,1,0.000000,1.744160,1.760000
2.000000,0.000619,5,1000,0.005000,0,5,0.000000,0,0,0.000000,0,0,0.000000,1.751200,1.760000
3.000000,0.000182,2,1000,0.002000,0,2,0.000000,0,0,0.000000,0,0,0.000000,1.756480,1.760000
4.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,1.760000,1.760000
