 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-13.000000,0.405269,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-12.000000,0.392596,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,998,999,0.998000,0.000000,0.002080
-11.000000,0.370221,1000,1000,1.000000,997,1000,0.997000,994,997,0.994000,987,994,0.987000,0.000000,0.013520
-10.000000,0.352442,1000,1000,1.000000,986,1000,0.986000,964,986,0.964000,922,964,0.922000,0.000000,0.081120
-9.000000,0.316327,975,1000,0.975000,905,975,0.905000,830,905,0.830000,750,830,0.750000,0.026000,0.260000
-8.000000,0.286144,942,1000,0.942000,805,942,0.805000,680,805,0.680000,576,680,0.576000,0.060320,0.440960
-7.000000,0.234154,819,1000,0.819000,616,819,0.616000,461,616,0.461000,350,461,0.350000,0.188240,0.676000
-6.000000,0.174375,645,1000,0.645000,429,645,0.429000,306,429,0.306000,197,306,0.197000,0.369200,0.835120
-5.000000,0.132327,517,1000,0.517000,291,517,0.291000,187,291,0.187000,99,187,0.099000,0.502320,0.937040
-4.000000,0.080548,346,1000,0.346000,151,346,0.151000,71,151,0.071000,36,71,0.036000,0.680160,1.002560
-3.000000,0.041519,185,1000,0.185000,74,185,0.074000,36,74,0.036000,16,36,0.016000,0.847600,1.023360
-2.000000,0.028846,133,1000,0.133000,42,133,0.042000,21,42,0.021000,7,21,0.007000,0.901680,1.032720
-1.000000,0.008144,35,1000,0.035000,13,35,0.013000,6,13,0.006000,2,6,0.002000,1.003600,1.037920
0.000000,0.003990,22,1000,0.022000,6,22,0.006000,3,6,0.003000,3,3,0.003000,1.017120,1.036880
1.000000,0.003740,18,1000,0.018000,5,18,0.005000,0,5,0.000000,0,0,0.000000,1.021280,1.040000
2.000000,0.000279,2,1000,0.002000,0,2,0.000000,0,0,0.000000,0,0,0.000000,1.037920,1.040000
3.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,1.040000,1.040000
