 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-8.000000,0.425073,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-7.000000,0.413485,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,998,1000,0.998000,0.000000,0.006560
-6.000000,0.394241,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,997,999,0.997000,0.000000,0.009840
-5.000000,0.372973,1000,1000,1.000000,999,1000,0.999000,968,999,0.968000,927,968,0.927000,0.000000,0.239440
-4.000000,0.310713,986,1000,0.986000,836,986,0.836000,620,836,0.620000,514,620,0.514000,0.045920,1.594080
-3.000000,0.298686,972,1000,0.972000,778,972,0.778000,462,778,0.462000,340,462,0.340000,0.091840,2.164800
-2.000000,0.162335,672,1000,0.672000,335,672,0.335000,173,335,0.173000,123,173,0.123000,1.075840,2.876560
-1.000000,0.204113,769,1000,0.769000,418,769,0.418000,176,418,0.176000,109,176,0.109000,0.757680,2.922480
0.000000,0.090015,388,1000,0.388000,134,388,0.134000,54,134,0.054000,31,54,0.031000,2.007360,3.178320
1.000000,0.063037,282,1000,0.282000,73,282,0.073000,10,73,0.010000,6,10,0.006000,2.355040,3.260320
2.000000,0.029384,138,1000,0.138000,31,138,0.031000,5,31,0.005000,3,5,0.003000,2.827360,3.270160
3.000000,0.004564,28,1000,0.028000,2,28,0.002000,0,2,0.000000,0,0,0.000000,3.188160,3.280000
4.000000,0.000726,5,1000,0.005000,0,5,0.000000,0,0,0.000000,0,0,0.000000,3.263600,3.280000
5.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,3.280000,3.280000
