 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-13.000000,0.408108,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-12.000000,0.392192,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,0.000000,0.001200
-11.000000,0.373417,1000,1000,1.000000,1000,1000,1.000000,998,1000,0.998000,997,998,0.997000,0.000000,0.003600
-10.000000,0.352075,999,1000,0.999000,992,999,0.992000,971,992,0.971000,935,971,0.935000,0.001200,0.078000
-9.000000,0.322300,993,1000,0.993000,956,993,0.956000,911,956,0.911000,860,911,0.860000,0.008400,0.168000
-8.000000,0.300925,973,1000,0.973000,889,973,0.889000,793,889,0.793000,692,793,0.692000,0.032400,0.369600
-7.000000,0.246533,879,1000,0.879000,681,879,0.681000,535,681,0.535000,428,535,0.428000,0.145200,0.686400
-6.000000,0.187900,733,1000,0.733000,492,733,0.492000,333,492,0.333000,235,333,0.235000,0.320400,0.918000
-5.000000,0.134583,556,1000,0.556000,334,556,0.334000,215,334,0.215000,128,215,0.128000,0.532800,1.046400
-4.000000,0.089950,374,1000,0.374000,197,374,0.197000,119,197,0.119000,58,119,0.058000,0.751200,1.130400
-3.000000,0.047742,226,1000,0.226000,101,226,0.101000,61,101,0.061000,25,61,0.025000,0.928800,1.170000
-2.000000,0.028600,136,1000,0.136000,51,136,0.051000,23,51,0.023000,3,23,0.003000,1.036800,1.196400
-1.000000,0.015825,76,1000,0.076000,20,76,0.020000,8,20,0.008000,3,8,0.003000,1.108800,1.196400
0.000000,0.006692,34,1000,0.034000,12,34,0.012000,4,12,0.004000,0,4,0.000000,1.159200,1.200000
1.000000,0.004125,26,1000,0.026000,8,26,0.008000,5,8,0.005000,1,5,0.001000,1.168800,1.198800
2.000000,0.000883,6,1000,0.006000,2,6,0.002000,1,2,0.001000,0,1,0.000000,1.192800,1.200000
3.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,1.200000,1.200000
