 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-10.000000,0.374980,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-9.000000,0.358371,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,998,1000,0.998000,0.000000,0.005120
-8.000000,0.337309,1000,1000,1.000000,1000,1000,1.000000,991,1000,0.991000,971,991,0.971000,0.000000,0.074240
-7.000000,0.313277,1000,1000,1.000000,990,1000,0.990000,932,990,0.932000,894,932,0.894000,0.000000,0.271360
-6.000000,0.285023,999,1000,0.999000,930,999,0.930000,790,930,0.790000,687,790,0.687000,0.002560,0.801280
-5.000000,0.257102,978,1000,0.978000,782,978,0.782000,601,782,0.601000,480,601,0.480000,0.056320,1.331200
-4.000000,0.191945,827,1000,0.827000,528,827,0.528000,346,528,0.346000,254,346,0.254000,0.442880,1.909760
-3.000000,0.120777,605,1000,0.605000,291,605,0.291000,147,291,0.147000,93,147,0.093000,1.011200,2.321920
-2.000000,0.076766,401,1000,0.401000,152,401,0.152000,75,152,0.075000,50,75,0.050000,1.533440,2.432000
-1.000000,0.038680,222,1000,0.222000,72,222,0.072000,35,72,0.035000,19,35,0.019000,1.991680,2.511360
0.000000,0.020750,121,1000,0.121000,29,121,0.029000,11,29,0.011000,8,11,0.008000,2.250240,2.539520
1.000000,0.008871,58,1000,0.058000,11,58,0.011000,2,11,0.002000,0,2,0.000000,2.411520,2.560000
2.000000,0.001414,11,1000,0.011000,2,11,0.002000,0,2,0.000000,0,0,0.000000,2.531840,2.560000
3.000000,0.000766,6,1000,0.006000,2,6,0.002000,0,2,0.000000,0,0,0.000000,2.544640,2.560000
4.000000,0.000211,2,1000,0.002000,0,2,0.000000,0,0,0.000000,0,0,0.000000,2.554880,2.560000
5.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,2.560000,2.560000
