 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-7.000000,0.389082,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-6.000000,0.381555,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-5.000000,0.348418,1000,1000,1.000000,1000,1000,1.000000,991,1000,0.991000,979,991,0.979000,0.000000,0.102480
-4.000000,0.348869,1000,1000,1.000000,1000,1000,1.000000,987,1000,0.987000,965,987,0.965000,0.000000,0.170800
-3.000000,0.333217,1000,1000,1.000000,999,1000,0.999000,880,999,0.880000,742,880,0.742000,0.000000,1.259040
-2.000000,0.312531,1000,1000,1.000000,977,1000,0.977000,764,977,0.764000,613,764,0.613000,0.000000,1.888560
-1.000000,0.245004,979,1000,0.979000,595,979,0.595000,214,595,0.214000,136,214,0.136000,0.102480,4.216320
0.000000,0.176592,818,1000,0.818000,324,818,0.324000,72,324,0.072000,36,72,0.036000,0.888160,4.704320
1.000000,0.125822,614,1000,0.614000,156,614,0.156000,34,156,0.034000,24,34,0.024000,1.883680,4.762880
2.000000,0.069766,382,1000,0.382000,55,382,0.055000,9,55,0.009000,5,9,0.005000,3.015840,4.855600
3.000000,0.018889,113,1000,0.113000,9,113,0.009000,1,9,0.001000,0,1,0.000000,4.328560,4.880000
4.000000,0.007848,54,1000,0.054000,0,54,0.000000,0,0,0.000000,0,0,0.000000,4.616480,4.880000
5.000000,0.001291,10,1000,0.010000,0,10,0.000000,0,0,0.000000,0,0,0.000000,4.831200,4.880000
6.000000,0.000053,1,1000,0.001000,0,1,0.000000,0,0,0.000000,0,0,0.000000,4.875120,4.880000
7.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,4.880000,4.880000
