 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-6.000000,0.380828,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-5.000000,0.354375,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-4.000000,0.344605,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,984,999,0.984000,0.000000,0.096000
-3.000000,0.313142,1000,1000,1.000000,1000,1000,1.000000,942,1000,0.942000,831,942,0.831000,0.000000,1.014000
-2.000000,0.256108,999,1000,0.999000,935,999,0.935000,548,935,0.548000,386,548,0.386000,0.006000,3.684000
-1.000000,0.264758,1000,1000,1.000000,964,1000,0.964000,559,964,0.559000,370,559,0.370000,0.000000,3.780000
0.000000,0.236983,999,1000,0.999000,782,999,0.782000,259,782,0.259000,153,259,0.153000,0.006000,5.082000
1.000000,0.224397,999,1000,0.999000,675,999,0.675000,133,675,0.133000,59,133,0.059000,0.006000,5.646000
2.000000,0.132330,743,1000,0.743000,179,743,0.179000,25,179,0.025000,4,25,0.004000,1.542000,5.976000
3.000000,0.053928,362,1000,0.362000,35,362,0.035000,2,35,0.002000,0,2,0.000000,3.828000,6.000000
4.000000,0.021458,152,1000,0.152000,8,152,0.008000,0,8,0.000000,0,0,0.000000,5.088000,6.000000
5.000000,0.007065,58,1000,0.058000,3,58,0.003000,0,3,0.000000,0,0,0.000000,5.652000,6.000000
6.000000,0.002112,18,1000,0.018000,1,18,0.001000,0,1,0.000000,0,0,0.000000,5.892000,6.000000
7.000000,0.000857,6,1000,0.006000,0,6,0.000000,0,0,0.000000,0,0,0.000000,5.964000,6.000000
8.000000,0.000017,1,1000,0.001000,0,1,0.000000,0,0,0.000000,0,0,0.000000,5.994000,6.000000
9.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,6.000000,6.000000
