 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-15.000000,0.424125,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-14.000000,0.402969,999,1000,0.999000,996,999,0.996000,990,996,0.990000,982,990,0.982000,0.000320,0.005760
-13.000000,0.392813,998,1000,0.998000,988,998,0.988000,972,988,0.972000,948,972,0.948000,0.000640,0.016640
-12.000000,0.367312,985,1000,0.985000,950,985,0.950000,891,950,0.891000,822,891,0.822000,0.004800,0.056960
-11.000000,0.332156,966,1000,0.966000,879,966,0.879000,778,879,0.778000,655,778,0.655000,0.010880,0.110400
-10.000000,0.277438,845,1000,0.845000,668,845,0.668000,509,668,0.509000,378,509,0.378000,0.049600,0.199040
-9.000000,0.230187,737,1000,0.737000,498,737,0.498000,327,498,0.327000,205,327,0.205000,0.084160,0.254400
-8.000000,0.174719,564,1000,0.564000,306,564,0.306000,162,306,0.162000,84,162,0.084000,0.139520,0.293120
-7.000000,0.135094,458,1000,0.458000,224,458,0.224000,105,224,0.105000,53,105,0.053000,0.173440,0.303040
-6.000000,0.096406,312,1000,0.312000,159,312,0.159000,68,159,0.068000,27,68,0.027000,0.220160,0.311360
-5.000000,0.076031,248,1000,0.248000,97,248,0.097000,29,97,0.029000,9,29,0.009000,0.240640,0.317120
-4.000000,0.042594,146,1000,0.146000,53,146,0.053000,10,53,0.010000,2,10,0.002000,0.273280,0.319360
-3.000000,0.025531,103,1000,0.103000,23,103,0.023000,4,23,0.004000,0,4,0.000000,0.287040,0.320000
-2.000000,0.017000,57,1000,0.057000,16,57,0.016000,4,16,0.004000,0,4,0.000000,0.301760,0.320000
-1.000000,0.005781,22,1000,0.022000,7,22,0.007000,0,7,0.000000,0,0,0.000000,0.312960,0.320000
0.000000,0.003156,11,1000,0.011000,2,11,0.002000,0,2,0.000000,0,0,0.000000,0.316480,0.320000
1.000000,0.000281,1,1000,0.001000,0,1,0.000000,0,0,0.000000,0,0,0.000000,0.319680,0.320000
2.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0.320000,0.320000
