 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-14.000000,0.430125,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-13.000000,0.415028,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,998,1000,0.998000,0.000000,0.001440
-12.000000,0.404917,1000,1000,1.000000,997,1000,0.997000,994,997,0.994000,988,994,0.988000,0.000000,0.008640
-11.000000,0.381528,998,1000,0.998000,980,998,0.980000,940,980,0.940000,898,940,0.898000,0.001440,0.073440
-10.000000,0.357903,985,1000,0.985000,943,985,0.943000,871,943,0.871000,788,871,0.788000,0.010800,0.152640
-9.000000,0.321750,938,1000,0.938000,816,938,0.816000,717,816,0.717000,572,717,0.572000,0.044640,0.308160
-8.000000,0.267875,823,1000,0.823000,627,823,0.627000,481,627,0.481000,347,481,0.347000,0.127440,0.470160
-7.000000,0.196542,644,1000,0.644000,415,644,0.415000,285,415,0.285000,176,285,0.176000,0.256320,0.593280
-6.000000,0.160181,525,1000,0.525000,304,525,0.304000,177,304,0.177000,92,177,0.092000,0.342000,0.653760
-5.000000,0.122069,409,1000,0.409000,232,409,0.232000,116,232,0.116000,50,116,0.050000,0.425520,0.684000
-4.000000,0.081389,290,1000,0.290000,131,290,0.131000,61,131,0.061000,20,61,0.020000,0.511200,0.705600
-3.000000,0.041903,149,1000,0.149000,65,149,0.065000,26,65,0.026000,5,26,0.005000,0.612720,0.716400
-2.000000,0.033444,120,1000,0.120000,48,120,0.048000,16,48,0.016000,5,16,0.005000,0.633600,0.716400
-1.000000,0.014403,60,1000,0.060000,12,60,0.012000,6,12,0.006000,0,6,0.000000,0.676800,0.720000
0.000000,0.004611,20,1000,0.020000,8,20,0.008000,3,8,0.003000,0,3,0.000000,0.705600,0.720000
1.000000,0.001375,4,1000,0.004000,2,4,0.002000,1,2,0.001000,0,1,0.000000,0.717120,0.720000
2.000000,0.000139,1,1000,0.001000,0,1,0.000000,0,0,0.000000,0,0,0.000000,0.719280,0.720000
3.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0.720000,0.720000
