 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-3.000000,0.344619,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,999,999,0.999000,0.000000,0.008400
-2.000000,0.327374,1000,1000,1.000000,1000,1000,1.000000,997,1000,0.997000,982,997,0.982000,0.000000,0.151200
-1.000000,0.330243,1000,1000,1.000000,1000,1000,1.000000,976,1000,0.976000,887,976,0.887000,0.000000,0.949200
0.000000,0.316056,1000,1000,1.000000,1000,1000,1.000000,831,1000,0.831000,595,831,0.595000,0.000000,3.402000
1.000000,0.299060,1000,1000,1.000000,1000,1000,1.000000,574,1000,0.574000,275,574,0.275000,0.000000,6.090000
2.000000,0.258242,1000,1000,1.000000,967,1000,0.967000,142,967,0.142000,43,142,0.043000,0.000000,8.038800
3.000000,0.225768,997,1000,0.997000,644,997,0.644000,26,644,0.026000,11,26,0.011000,0.025200,8.307600
4.000000,0.215200,988,1000,0.988000,455,988,0.455000,10,455,0.010000,2,10,0.002000,0.100800,8.383200
5.000000,0.195095,969,1000,0.969000,358,969,0.358000,2,358,0.002000,0,2,0.000000,0.260400,8.400000
6.000000,0.185758,947,1000,0.947000,244,947,0.244000,1,244,0.001000,1,1,0.001000,0.445200,8.391600
7.000000,0.011802,97,1000,0.097000,0,97,0.000000,0,0,0.000000,0,0,0.000000,7.585200,8.400000
8.000000,0.001135,11,1000,0.011000,0,11,0.000000,0,0,0.000000,0,0,0.000000,8.307600,8.400000
9.000000,0.009523,75,1000,0.075000,0,75,0.000000,0,0,0.000000,0,0,0.000000,7.770000,8.400000
10.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,8.400000,8.400000
