 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-10.000000,0.363831,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-9.000000,0.347922,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,999,1000,0.999000,0.000000,0.002960
-8.000000,0.321057,1000,1000,1.000000,1000,1000,1.000000,993,1000,0.993000,984,993,0.984000,0.000000,0.047360
-7.000000,0.301517,1000,1000,1.000000,996,1000,0.996000,965,996,0.965000,932,965,0.932000,0.000000,0.201280
-6.000000,0.279422,1000,1000,1.000000,970,1000,0.970000,874,970,0.874000,806,874,0.806000,0.000000,0.574240
-5.000000,0.250608,997,1000,0.997000,898,997,0.898000,706,898,0.706000,594,706,0.594000,0.008880,1.201760
-4.000000,0.204696,937,1000,0.937000,656,937,0.656000,437,656,0.437000,312,437,0.312000,0.186480,2.036480
-3.000000,0.154797,775,1000,0.775000,456,775,0.456000,261,456,0.261000,188,261,0.188000,0.666000,2.403520
-2.000000,0.093314,521,1000,0.521000,234,521,0.234000,120,234,0.120000,77,120,0.077000,1.417840,2.732080
-1.000000,0.056845,354,1000,0.354000,116,354,0.116000,50,116,0.050000,29,50,0.029000,1.912160,2.874160
0.000000,0.024193,160,1000,0.160000,41,160,0.041000,15,41,0.015000,10,15,0.010000,2.486400,2.930400
1.000000,0.010355,81,1000,0.081000,14,81,0.014000,2,14,0.002000,1,2,0.001000,2.720240,2.957040
2.000000,0.003912,38,1000,0.038000,7,38,0.007000,1,7,0.001000,1,1,0.001000,2.847520,2.957040
3.000000,0.000963,7,1000,0.007000,0,7,0.000000,0,0,0.000000,0,0,0.000000,2.939280,2.960000
4.000000,0.000419,3,1000,0.003000,0,3,0.000000,0,0,0.000000,0,0,0.000000,2.951120,2.960000
5.000000,0.000027,1,1000,0.001000,0,1,0.000000,0,0,0.000000,0,0,0.000000,2.957040,2.960000
6.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,2.960000,2.960000
