 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-8.000000,0.402564,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-7.000000,0.385774,1000,1000,1.000000,1000,1000,1.000000,998,1000,0.998000,993,998,0.993000,0.000000,0.022960
-6.000000,0.364576,1000,1000,1.000000,999,1000,0.999000,969,999,0.969000,937,969,0.937000,0.000000,0.206640
-5.000000,0.370878,1000,1000,1.000000,1000,1000,1.000000,960,1000,0.960000,903,960,0.903000,0.000000,0.318160
-4.000000,0.349119,1000,1000,1.000000,969,1000,0.969000,855,969,0.855000,766,855,0.766000,0.000000,0.767520
-3.000000,0.285430,970,1000,0.970000,790,970,0.790000,555,790,0.555000,439,555,0.439000,0.098400,1.840080
-2.000000,0.264183,933,1000,0.933000,633,933,0.633000,344,633,0.344000,247,344,0.247000,0.219760,2.469840
-1.000000,0.175372,693,1000,0.693000,338,693,0.338000,173,338,0.173000,113,173,0.113000,1.006960,2.909360
0.000000,0.069750,311,1000,0.311000,95,311,0.095000,35,95,0.035000,16,35,0.016000,2.259920,3.227520
1.000000,0.040494,186,1000,0.186000,39,186,0.039000,13,39,0.013000,9,13,0.009000,2.669920,3.250480
2.000000,0.004012,25,1000,0.025000,1,25,0.001000,0,1,0.000000,0,0,0.000000,3.198000,3.280000
3.000000,0.002198,11,1000,0.011000,1,11,0.001000,1,1,0.001000,1,1,0.001000,3.243920,3.276720
4.000000,0.002549,13,1000,0.013000,2,13,0.002000,0,2,0.000000,0,0,0.000000,3.237360,3.280000
5.000000,0.000887,5,1000,0.005000,0,5,0.000000,0,0,0.000000,0,0,0.000000,3.263600,3.280000
6.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,3.280000,3.280000
