 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-7.000000,0.381917,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-6.000000,0.381060,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-5.000000,0.368531,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,1000,1000,1.000000,0.000000,0.000000
-4.000000,0.331697,1000,1000,1.000000,1000,1000,1.000000,991,1000,0.991000,966,991,0.966000,0.000000,0.187680
-3.000000,0.300341,1000,1000,1.000000,996,1000,0.996000,845,996,0.845000,729,845,0.729000,0.000000,1.495920
-2.000000,0.266281,999,1000,0.999000,900,999,0.900000,519,900,0.519000,374,519,0.374000,0.005520,3.455520
-1.000000,0.277359,1000,1000,1.000000,947,1000,0.947000,551,947,0.551000,396,551,0.396000,0.000000,3.334080
0.000000,0.197949,933,1000,0.933000,423,933,0.423000,114,423,0.114000,57,114,0.057000,0.369840,5.205360
1.000000,0.192567,921,1000,0.921000,389,921,0.389000,89,389,0.089000,44,89,0.044000,0.436080,5.277120
2.000000,0.148007,781,1000,0.781000,212,781,0.212000,42,212,0.042000,18,42,0.018000,1.208880,5.420640
3.000000,0.057252,349,1000,0.349000,35,349,0.035000,3,35,0.003000,2,3,0.002000,3.593520,5.508960
4.000000,0.019245,125,1000,0.125000,6,125,0.006000,0,6,0.000000,0,0,0.000000,4.830000,5.520000
5.000000,0.003502,24,1000,0.024000,2,24,0.002000,0,2,0.000000,0,0,0.000000,5.387520,5.520000
6.000000,0.001257,10,1000,0.010000,0,10,0.000000,0,0,0.000000,0,0,0.000000,5.464800,5.520000
7.000000,0.000435,3,1000,0.003000,0,3,0.000000,0,0,0.000000,0,0,0.000000,5.503440,5.520000
8.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,5.520000,5.520000
